Id, ap_icas_trans_damage_erosion_height, ap_icas_trans_damage_erosion_percent, ap_icas_trans_apron_erosion_height, ap_icas_trans_apron_erosion_percent, original ys

2419, 7, 25, 10, 20, 77.73
